target_l1,target_l2,target_l3,matched_l2,matched_l3,confidence,method_used,top_3_candidates,reasoning
Software & IT Services,IT Services,Domains,IT SERVICES,DOMAIN NAME & HOSTING,0.5796242261380921,similarity_search,"[{""l2"": ""IT SERVICES"", ""l3"": ""DOMAIN NAME & HOSTING"", ""score"": 0.0, ""definition"": ""Domain registrars are responsible for registering and managing domain names for all websites Companies purchase domain names from Domain registrars directly A web hosting service is a type of Internet hosting service that allows individuals and organizations to make their website accessible via the World Wide Web""}, {""l2"": ""IT SERVICES"", ""l3"": ""IT CONSULTING"", ""score"": 0.0, ""definition"": ""IT services for application integration, implementation, deployment, development, and on-going support Includes designing, coding, quality testing/quality assurance, and break/fix support""}, {""l2"": ""IT SERVICES"", ""l3"": ""IT RESEARCH & ADVISORY"", ""score"": 0.0, ""definition"": ""Research and advisory firms specific to IT, providing IT leaders with insights, advice and tools to better manage their IT spend and vendors""}]",Domain registrars are responsible for registering and managing domain names for all websites Companies purchase domain names from Domain registrars directly A web hosting service is a type of Internet hosting service that allows individuals and organizations to make their website accessible via the World Wide Web
Software & IT Services,IT Services,IT Service Outsourcing,IT SERVICES,IT CONSULTING,0.5956577595166372,similarity_search,"[{""l2"": ""IT SERVICES"", ""l3"": ""IT CONSULTING"", ""score"": 0.0, ""definition"": ""IT services for application integration, implementation, deployment, development, and on-going support Includes designing, coding, quality testing/quality assurance, and break/fix support""}, {""l2"": ""IT SERVICES"", ""l3"": ""IT RESEARCH & ADVISORY"", ""score"": 0.0, ""definition"": ""Research and advisory firms specific to IT, providing IT leaders with insights, advice and tools to better manage their IT spend and vendors""}, {""l2"": ""IT SERVICES"", ""l3"": ""IT INFRASTRUCTURE SERVICES"", ""score"": 0.0, ""definition"": ""IT services focused on support and maintaining hardware infrastructure, through engineering, design, and on-going support""}]","IT services for application integration, implementation, deployment, development, and on-going support Includes designing, coding, quality testing/quality assurance, and break/fix support"
Software & IT Services,IT Services,Other IT Services,IT SERVICES,IT CONSULTING,0.6277726105519488,similarity_search,"[{""l2"": ""IT SERVICES"", ""l3"": ""IT CONSULTING"", ""score"": 0.0, ""definition"": ""IT services for application integration, implementation, deployment, development, and on-going support Includes designing, coding, quality testing/quality assurance, and break/fix support""}, {""l2"": ""IT SERVICES"", ""l3"": ""IT RESEARCH & ADVISORY"", ""score"": 0.0, ""definition"": ""Research and advisory firms specific to IT, providing IT leaders with insights, advice and tools to better manage their IT spend and vendors""}, {""l2"": ""IT SERVICES"", ""l3"": ""IT INFRASTRUCTURE SERVICES"", ""score"": 0.0, ""definition"": ""IT services focused on support and maintaining hardware infrastructure, through engineering, design, and on-going support""}]","IT services for application integration, implementation, deployment, development, and on-going support Includes designing, coding, quality testing/quality assurance, and break/fix support"
Software & IT Services,IT Services,Software Engineering and Implementation,IT SERVICES,IT CONSULTING,0.6447169972871911,similarity_search,"[{""l2"": ""IT SERVICES"", ""l3"": ""IT CONSULTING"", ""score"": 0.0, ""definition"": ""IT services for application integration, implementation, deployment, development, and on-going support Includes designing, coding, quality testing/quality assurance, and break/fix support""}, {""l2"": ""IT SERVICES"", ""l3"": ""IT INFRASTRUCTURE SERVICES"", ""score"": 0.0, ""definition"": ""IT services focused on support and maintaining hardware infrastructure, through engineering, design, and on-going support""}, {""l2"": ""SOFTWARE"", ""l3"": ""SW DEV & DEVOPS SOLUTIONS"", ""score"": 0.0, ""definition"": ""Software development tools and DevOps platforms for managing code, deployments, CI/CD, and testing environments.""}]","IT services for application integration, implementation, deployment, development, and on-going support Includes designing, coding, quality testing/quality assurance, and break/fix support"
Software & IT Services,IT Services,Software related Support,IT SERVICES,IT CONSULTING,0.6536891242398509,similarity_search,"[{""l2"": ""IT SERVICES"", ""l3"": ""IT CONSULTING"", ""score"": 0.0, ""definition"": ""IT services for application integration, implementation, deployment, development, and on-going support Includes designing, coding, quality testing/quality assurance, and break/fix support""}, {""l2"": ""IT SERVICES"", ""l3"": ""IT INFRASTRUCTURE SERVICES"", ""score"": 0.0, ""definition"": ""IT services focused on support and maintaining hardware infrastructure, through engineering, design, and on-going support""}, {""l2"": ""IT SERVICES"", ""l3"": ""IT RESEARCH & ADVISORY"", ""score"": 0.0, ""definition"": ""Research and advisory firms specific to IT, providing IT leaders with insights, advice and tools to better manage their IT spend and vendors""}]","IT services for application integration, implementation, deployment, development, and on-going support Includes designing, coding, quality testing/quality assurance, and break/fix support"
Software & IT Services,Software,Customer/ Partner Facing Software (Subscriptions),SOFTWARE,FINANCE & ACCOUNTING SOFTWARE,0.5449662262161087,similarity_search,"[{""l2"": ""SOFTWARE"", ""l3"": ""FINANCE & ACCOUNTING SOFTWARE"", ""score"": 0.0, ""definition"": ""Software existing to support finance function; including tax and accounting software and payment processing solutions""}, {""l2"": ""FINANCIAL & MARKET DATA"", ""l3"": ""FINANCIAL & MARKET DATA"", ""score"": 0.0, ""definition"": ""Subscriptions to services that provide research or insights on financial markets, B2B credit reports, etc.""}, {""l2"": ""CORPORATE SERVICES"", ""l3"": ""DUES & SUBSCRIPTIONS"", ""score"": 0.0, ""definition"": ""Industry Reports, Magazines, Newspapers, Streaming Services""}]",Software existing to support finance function; including tax and accounting software and payment processing solutions
Software & IT Services,Software,Data Managment Software (Subscriptions),SOFTWARE,TESTING & TEST DATA MGMT,0.5638967340177187,similarity_search,"[{""l2"": ""SOFTWARE"", ""l3"": ""TESTING & TEST DATA MGMT"", ""score"": 0.0, ""definition"": ""Software and services that support application testing, test automation, and the generation or masking of test data.""}, {""l2"": ""SOFTWARE"", ""l3"": ""ENTERPRISE INFORMATION MANAGEMENT"", ""score"": 0.0, ""definition"": ""Software the supports managing data across an enterprise; Includes content management and master data management (MDM); Key words are Content Management, Master Data Management""}, {""l2"": ""SOFTWARE"", ""l3"": ""BI & DATA ANALYTICS SOFTWARE"", ""score"": 0.0, ""definition"": ""Business Intelligence and analytics software helps companies organize and visualize data to make better business decisions""}]","Software and services that support application testing, test automation, and the generation or masking of test data."
Software & IT Services,Software,Engineering Software (Subscription),SOFTWARE,SW DEV & DEVOPS SOLUTIONS,0.5305598061943179,similarity_search,"[{""l2"": ""SOFTWARE"", ""l3"": ""SW DEV & DEVOPS SOLUTIONS"", ""score"": 0.0, ""definition"": ""Software development tools and DevOps platforms for managing code, deployments, CI/CD, and testing environments.""}, {""l2"": ""SOFTWARE"", ""l3"": ""SOFTWARE"", ""score"": 0.0, ""definition"": ""General category for software products not classified under more specific functional or industry categories.""}, {""l2"": ""REAL ESTATE SERVICES"", ""l3"": ""REAL ESTATE ANALYTICS"", ""score"": 0.0, ""definition"": ""Real estate analytic services and subscriptions""}]","Software development tools and DevOps platforms for managing code, deployments, CI/CD, and testing environments."
Software & IT Services,Software,ERP Corporate Governance & Finance Software (Subscriptions),SOFTWARE,FINANCE & ACCOUNTING SOFTWARE,0.5943963527679443,similarity_search,"[{""l2"": ""SOFTWARE"", ""l3"": ""FINANCE & ACCOUNTING SOFTWARE"", ""score"": 0.0, ""definition"": ""Software existing to support finance function; including tax and accounting software and payment processing solutions""}, {""l2"": ""SOFTWARE"", ""l3"": ""GOVERNANCE, RISK & COMPLIANCE"", ""score"": 0.0, ""definition"": ""Platforms or services for managing compliance obligations, enterprise risk, audit trails, and corporate governance policies.""}, {""l2"": ""SOFTWARE"", ""l3"": ""ERP"", ""score"": 0.0, ""definition"": ""An enterprise resource planning system (ERP system) is an information system that incorporates enterprise-wide internal and external information systems into a single unified solution""}]",Software existing to support finance function; including tax and accounting software and payment processing solutions
Software & IT Services,Software,HR Software (Subscriptions),HR SERVICES,HR SERVICES,0.5801697969436646,similarity_search,"[{""l2"": ""HR SERVICES"", ""l3"": ""HR SERVICES"", ""score"": 0.0, ""definition"": ""Consulting and support services for human resources functions including hiring, employee relations, compliance, and workforce planning.""}, {""l2"": ""SOFTWARE"", ""l3"": ""HCM & PAYROLL SOLUTIONS"", ""score"": 0.0, ""definition"": ""Human Capital Management (HCM) and payroll solutions manage employee information, compensation, benefits, and compliance processes. These systems automate payroll processing, time tracking, onboarding, and performance management. HCM software often includes analytics and self-service portals to improve employee engagement and administrative efficiency. By integrating HR and payroll functions, organizations ensure accuracy, regulatory compliance, and a seamless employee experience from hire to retirement.""}, {""l2"": ""SOFTWARE"", ""l3"": ""TALENT MGMT & RECRUITING SOFTWARE"", ""score"": 0.0, ""definition"": ""Platforms that manage talent acquisition, onboarding, performance tracking, and succession planning.""}]","Consulting and support services for human resources functions including hiring, employee relations, compliance, and workforce planning."
Software & IT Services,Software,Logistics Software (Subsciptions),SOFTWARE,INDUSTRY SOFTWARE - TRANSPORTATION,0.6084998794048941,similarity_search,"[{""l2"": ""SOFTWARE"", ""l3"": ""INDUSTRY SOFTWARE - TRANSPORTATION"", ""score"": 0.0, ""definition"": ""Transportation industry software supports logistics, routing, fleet tracking, and regulatory compliance for carriers and shippers. It includes TMS (Transportation Management Systems), dispatch solutions, and route optimization tools. These platforms improve asset utilization, reduce operational costs, and enhance delivery accuracy. They often integrate with telematics, GPS, and IoT systems for real-time visibility and predictive maintenance.""}, {""l2"": ""SOFTWARE"", ""l3"": ""SUPPLY CHAIN SOFTWARE"", ""score"": 0.0, ""definition"": ""Software the supports supply chain activity including warehouse management software, fleet management, inventory management, warehouse operations tools;""}, {""l2"": ""SOFTWARE"", ""l3"": ""INDUSTRY SOFTWARE - LEGAL SERVICES"", ""score"": 0.0, ""definition"": ""Legal industry software helps law firms and corporate legal departments manage cases, documents, billing, and compliance. It includes practice management systems, contract lifecycle management (CLM), and eDiscovery platforms. These tools improve efficiency, collaboration, and transparency while ensuring secure handling of sensitive client data. Automation and analytics capabilities also support better decision-making and workload management.""}]","Transportation industry software supports logistics, routing, fleet tracking, and regulatory compliance for carriers and shippers. It includes TMS (Transportation Management Systems), dispatch solutions, and route optimization tools. These platforms improve asset utilization, reduce operational costs, and enhance delivery accuracy. They often integrate with telematics, GPS, and IoT systems for real-time visibility and predictive maintenance."
Software & IT Services,Software,Maintenance for Perpetual Licenses,IT SERVICES,THIRD PARTY MAINTENANCE,0.5795747041702312,similarity_search,"[{""l2"": ""IT SERVICES"", ""l3"": ""THIRD PARTY MAINTENANCE"", ""score"": 0.0, ""definition"": ""3rd party maintenance is non-OEM maintenance providers who provide activities such as applying patches, updating anti-virus and ensuring anti-virus is working, monitoring performance, and monitoring activity based on IT policies""}, {""l2"": ""IT SERVICES"", ""l3"": ""IT INFRASTRUCTURE SERVICES"", ""score"": 0.0, ""definition"": ""IT services focused on support and maintaining hardware infrastructure, through engineering, design, and on-going support""}, {""l2"": ""IT SERVICES"", ""l3"": ""IT CONSULTING"", ""score"": 0.0, ""definition"": ""IT services for application integration, implementation, deployment, development, and on-going support Includes designing, coding, quality testing/quality assurance, and break/fix support""}]","3rd party maintenance is non-OEM maintenance providers who provide activities such as applying patches, updating anti-virus and ensuring anti-virus is working, monitoring performance, and monitoring activity based on IT policies"
Software & IT Services,Software,Other Software,SOFTWARE,SOFTWARE,0.5949266488784538,similarity_search,"[{""l2"": ""SOFTWARE"", ""l3"": ""SOFTWARE"", ""score"": 0.0, ""definition"": ""General category for software products not classified under more specific functional or industry categories.""}, {""l2"": ""SOFTWARE"", ""l3"": ""FINANCE & ACCOUNTING SOFTWARE"", ""score"": 0.0, ""definition"": ""Software existing to support finance function; including tax and accounting software and payment processing solutions""}, {""l2"": ""IT SERVICES"", ""l3"": ""IT CONSULTING"", ""score"": 0.0, ""definition"": ""IT services for application integration, implementation, deployment, development, and on-going support Includes designing, coding, quality testing/quality assurance, and break/fix support""}]",General category for software products not classified under more specific functional or industry categories.
Software & IT Services,Software,Workplace Productivity Software (Subscriptions),SOFTWARE,PRODUCTIVITY & WORKSPACE APPS,0.6749847531318712,similarity_search,"[{""l2"": ""SOFTWARE"", ""l3"": ""PRODUCTIVITY & WORKSPACE APPS"", ""score"": 0.0, ""definition"": ""Tools that enhance workplace efficiency and collaboration such as document editing, calendar scheduling, and team messaging.""}, {""l2"": ""SOFTWARE"", ""l3"": ""PROJECT & WORK MGMT SOFTWARE"", ""score"": 0.0, ""definition"": ""Project and work management software helps teams plan, execute, and monitor projects and day-to-day operations. It includes task tracking, resource allocation, time management, and collaboration features. These platforms improve visibility, accountability, and productivity by centralizing workflows and documentation. Integration with other business systems allows organizations to manage complex initiatives efficiently and align work with strategic objectives.""}, {""l2"": ""SOFTWARE"", ""l3"": ""SERVICE & WORK MGMT SOFTWARE"", ""score"": 0.0, ""definition"": ""Service and work management software optimizes field operations, maintenance scheduling, and service delivery. It includes work order management, asset tracking, and technician dispatch tools. These systems provide real-time updates, customer communication, and analytics to improve operational efficiency and satisfaction. Used across industries such as utilities and facilities management, they streamline workflows and support predictive maintenance strategies.""}]","Tools that enhance workplace efficiency and collaboration such as document editing, calendar scheduling, and team messaging."
Transportation Services,Inbound/First Mile,Ocean & Air Freight,FREIGHT SERVICES,FREIGHT FORWARDING,0.6556972060023084,similarity_search,"[{""l2"": ""FREIGHT SERVICES"", ""l3"": ""FREIGHT FORWARDING"", ""score"": 0.0, ""definition"": ""Third parties that arrange the importing and exporting of groups, typically over Ocean or Air Freight""}, {""l2"": ""FREIGHT SERVICES"", ""l3"": ""OCEAN FREIGHT"", ""score"": 0.0, ""definition"": ""Freight moved over water via steamship / boat (can be FCL or LCL)""}, {""l2"": ""FREIGHT SERVICES"", ""l3"": ""AIR FREIGHT"", ""score"": 0.0, ""definition"": ""Freight moved over air via airplanes""}]","Third parties that arrange the importing and exporting of groups, typically over Ocean or Air Freight"
Transportation Services,Inbound/First Mile,Road Freight,FREIGHT SERVICES,RAIL,0.6207858242009663,similarity_search,"[{""l2"": ""FREIGHT SERVICES"", ""l3"": ""RAIL"", ""score"": 0.0, ""definition"": ""Freight moved by railroad""}, {""l2"": ""FREIGHT SERVICES"", ""l3"": ""LTL"", ""score"": 0.0, ""definition"": ""Less-than-truckload freight""}, {""l2"": ""FREIGHT SERVICES"", ""l3"": ""DRAYAGE"", ""score"": 0.0, ""definition"": ""Transportation service, moving goods a short distance via ground freight""}]",Freight moved by railroad
Transportation Services,Linehaul/Middle Mile,Pallet Management,FREIGHT SERVICES,LTL,0.5550296968257076,similarity_search,"[{""l2"": ""FREIGHT SERVICES"", ""l3"": ""LTL"", ""score"": 0.0, ""definition"": ""Less-than-truckload freight""}, {""l2"": ""THIRD PARTY LOGISTICS (3PL)"", ""l3"": ""WAREHOUSING"", ""score"": 0.0, ""definition"": ""Warehouse space and/or warehouse labor to fulfill stocking, pick, pack, and ship services""}, {""l2"": ""PACKAGING SUPPLIES"", ""l3"": ""PALLETS & CRATES"", ""score"": 0.0, ""definition"": ""Pallet or crate used for product transportation when shipping or within a warehouse""}]",Less-than-truckload freight
Transportation Services,Linehaul/Middle Mile,Transport Linehaul,FREIGHT SERVICES,LTL,0.6024245741873483,similarity_search,"[{""l2"": ""FREIGHT SERVICES"", ""l3"": ""LTL"", ""score"": 0.0, ""definition"": ""Less-than-truckload freight""}, {""l2"": ""FREIGHT SERVICES"", ""l3"": ""DRAYAGE"", ""score"": 0.0, ""definition"": ""Transportation service, moving goods a short distance via ground freight""}, {""l2"": ""FLEET SERVICES"", ""l3"": ""DRIVEAWAY SERVICE"", ""score"": 0.0, ""definition"": ""Professional transportation of a car with another driver, or it is transported on the back of the truck""}]",Less-than-truckload freight
Transportation Services,Logistics & Fulfillment Services,Logistics & Fulfillment Services,FREIGHT SERVICES,CUSTOMS BROKERAGE,0.6237826052230345,similarity_search,"[{""l2"": ""FREIGHT SERVICES"", ""l3"": ""CUSTOMS BROKERAGE"", ""score"": 0.0, ""definition"": ""Outsourced brokerage services for transportation and logistic purposes""}, {""l2"": ""THIRD PARTY LOGISTICS (3PL)"", ""l3"": ""FULFILLMENT"", ""score"": 0.0, ""definition"": ""Specialized vendors in small quantity fulfillment who offer pick, pack, and ship services for Direct to Consumer shipments""}, {""l2"": ""FREIGHT SERVICES"", ""l3"": ""LTL"", ""score"": 0.0, ""definition"": ""Less-than-truckload freight""}]",Outsourced brokerage services for transportation and logistic purposes
Transportation Services,Miscellaneous Services,Other Miscellaneous Services,FREIGHT SERVICES,CUSTOMS BROKERAGE,0.5246378750040718,similarity_search,"[{""l2"": ""FREIGHT SERVICES"", ""l3"": ""CUSTOMS BROKERAGE"", ""score"": 0.0, ""definition"": ""Outsourced brokerage services for transportation and logistic purposes""}, {""l2"": ""GROUND TRANSPORTATION"", ""l3"": ""CAR SERVICE"", ""score"": 0.0, ""definition"": ""Car share services for business travel""}, {""l2"": ""FLEET SERVICES"", ""l3"": ""TRANSPORTATION RELATED EQUIP"", ""score"": 0.0, ""definition"": ""Transportation-related equipment includes auxiliary tools and machinery supporting logistics and fleet operations, such as liftgates, refrigeration units, GPS systems, tarping equipment, and cargo handling devices. These products enhance transportation safety, efficiency, and compliance. Providers may offer installation, calibration, and ongoing maintenance to ensure seamless integration with vehicles or transport systems.""}]",Outsourced brokerage services for transportation and logistic purposes
Warehouse Equipment,Automation,Automation Robots,EQUIPMENT,CONVEYORS & SORTATION,0.5557207498827077,similarity_search,"[{""l2"": ""EQUIPMENT"", ""l3"": ""CONVEYORS & SORTATION"", ""score"": 0.0, ""definition"": ""Machinery utilized to move raw materials and products throughout a warehouse or manufacturing facility""}, {""l2"": ""EQUIPMENT"", ""l3"": ""PACKAGING EQUIPMENT"", ""score"": 0.0, ""definition"": ""Box erectors, palletizers, pack-size machines that make custom boxes""}, {""l2"": ""SOFTWARE"", ""l3"": ""AUTOMATION (BPA & RPA)"", ""score"": 0.0, ""definition"": ""Automation technologies streamline repetitive tasks and workflows through Business Process Automation (BPA) and Robotic Process Automation (RPA). BPA focuses on optimizing end-to-end business processes using software integration, while RPA employs bots to mimic human actions in digital systems. Together, they increase productivity, accuracy, and efficiency by reducing manual intervention. Common use cases include data entry, invoice processing, and system synchronization across industries.""}]",Machinery utilized to move raw materials and products throughout a warehouse or manufacturing facility
Warehouse Equipment,Automation,Conveyor System,EQUIPMENT,CONVEYORS & SORTATION,0.7385753521755981,similarity_search,"[{""l2"": ""EQUIPMENT"", ""l3"": ""CONVEYORS & SORTATION"", ""score"": 0.0, ""definition"": ""Machinery utilized to move raw materials and products throughout a warehouse or manufacturing facility""}, {""l2"": ""INDUSTRIAL SUPPLIES"", ""l3"": ""CONVEYOR BELTS & PARTS"", ""score"": 0.0, ""definition"": ""Conveyor belts and parts support automated material transport systems in manufacturing and distribution environments. Components include rollers, motors, belts, and control systems. These systems enhance efficiency, reduce manual labor, and improve safety in high-volume operations. Maintenance services and spare parts management help ensure uptime, optimize performance, and extend system lifespan.""}, {""l2"": ""EQUIPMENT"", ""l3"": ""PACKAGING EQUIPMENT"", ""score"": 0.0, ""definition"": ""Box erectors, palletizers, pack-size machines that make custom boxes""}]",Machinery utilized to move raw materials and products throughout a warehouse or manufacturing facility
Warehouse Equipment,Automation,Initial Spare Parts Package,INDUSTRIAL SUPPLIES,OEM PARTS / SPARES,0.561090640891714,similarity_search,"[{""l2"": ""INDUSTRIAL SUPPLIES"", ""l3"": ""OEM PARTS / SPARES"", ""score"": 0.0, ""definition"": ""Parts that are very specific to a production piece of equipment""}, {""l2"": ""FLEET MAINTENANCE & REPAIR"", ""l3"": ""FLEET PARTS & EQUIPMENT"", ""score"": 0.0, ""definition"": ""Automobile Parts""}, {""l2"": ""LIFT TRUCK EQUIPMENT"", ""l3"": ""LIFT TRUCK PARTS"", ""score"": 0.0, ""definition"": ""Component parts necessary to operate and maintain a lift truck""}]",Parts that are very specific to a production piece of equipment
Warehouse Equipment,Automation,Multiple Major Systems,EQUIPMENT,CONVEYORS & SORTATION,0.5439887800176587,similarity_search,"[{""l2"": ""EQUIPMENT"", ""l3"": ""CONVEYORS & SORTATION"", ""score"": 0.0, ""definition"": ""Machinery utilized to move raw materials and products throughout a warehouse or manufacturing facility""}, {""l2"": ""BUILDING REPAIR & MAINTENANCE"", ""l3"": ""BUILDING MANAGEMENT SYSTEM"", ""score"": 0.0, ""definition"": ""System associated with managing building maintenance""}, {""l2"": ""INDUSTRIAL SUPPLIES"", ""l3"": ""CONTROL & AUTOMATION"", ""score"": 0.0, ""definition"": ""Advanced Process Controls, Condition Monitoring & I/O, Design and Operations Software, Distributed Control Systems, Drives, Drive Systems, Human Machine Interface, Industrial Control Products, Industrial Network Products, Industrial Sensors, Manufacturing Execution System, Motion Controls, Motor Control Centers, Programmable Controllers, Safety Components, Safety Instrumented Systems""}]",Machinery utilized to move raw materials and products throughout a warehouse or manufacturing facility
Warehouse Equipment,Automation,Other Automation Warehouse Technologies,EQUIPMENT,CONVEYORS & SORTATION,0.6215526791740501,similarity_search,"[{""l2"": ""EQUIPMENT"", ""l3"": ""CONVEYORS & SORTATION"", ""score"": 0.0, ""definition"": ""Machinery utilized to move raw materials and products throughout a warehouse or manufacturing facility""}, {""l2"": ""EQUIPMENT"", ""l3"": ""PACKAGING EQUIPMENT"", ""score"": 0.0, ""definition"": ""Box erectors, palletizers, pack-size machines that make custom boxes""}, {""l2"": ""INDUSTRIAL SUPPLIES"", ""l3"": ""CONTROL & AUTOMATION"", ""score"": 0.0, ""definition"": ""Advanced Process Controls, Condition Monitoring & I/O, Design and Operations Software, Distributed Control Systems, Drives, Drive Systems, Human Machine Interface, Industrial Control Products, Industrial Network Products, Industrial Sensors, Manufacturing Execution System, Motion Controls, Motor Control Centers, Programmable Controllers, Safety Components, Safety Instrumented Systems""}]",Machinery utilized to move raw materials and products throughout a warehouse or manufacturing facility
Warehouse Equipment,Automation,Picking Systems,EQUIPMENT,CONVEYORS & SORTATION,0.6416493227063848,similarity_search,"[{""l2"": ""EQUIPMENT"", ""l3"": ""CONVEYORS & SORTATION"", ""score"": 0.0, ""definition"": ""Machinery utilized to move raw materials and products throughout a warehouse or manufacturing facility""}, {""l2"": ""EQUIPMENT"", ""l3"": ""PACKAGING EQUIPMENT"", ""score"": 0.0, ""definition"": ""Box erectors, palletizers, pack-size machines that make custom boxes""}, {""l2"": ""INDUSTRIAL SUPPLIES"", ""l3"": ""RACKING & SHELVING"", ""score"": 0.0, ""definition"": ""Purchase of racking and shelving for facilities""}]",Machinery utilized to move raw materials and products throughout a warehouse or manufacturing facility
Warehouse Equipment,Automation,Sorter Systems,EQUIPMENT,CONVEYORS & SORTATION,0.6976558205671146,similarity_search,"[{""l2"": ""EQUIPMENT"", ""l3"": ""CONVEYORS & SORTATION"", ""score"": 0.0, ""definition"": ""Machinery utilized to move raw materials and products throughout a warehouse or manufacturing facility""}, {""l2"": ""EQUIPMENT"", ""l3"": ""PACKAGING EQUIPMENT"", ""score"": 0.0, ""definition"": ""Box erectors, palletizers, pack-size machines that make custom boxes""}, {""l2"": ""INDUSTRIAL SUPPLIES"", ""l3"": ""RACKING & SHELVING"", ""score"": 0.0, ""definition"": ""Purchase of racking and shelving for facilities""}]",Machinery utilized to move raw materials and products throughout a warehouse or manufacturing facility
Warehouse Equipment,Carts,Steel Carts,INDUSTRIAL SUPPLIES,RACKING & SHELVING,0.5137536799156055,similarity_search,"[{""l2"": ""INDUSTRIAL SUPPLIES"", ""l3"": ""RACKING & SHELVING"", ""score"": 0.0, ""definition"": ""Purchase of racking and shelving for facilities""}, {""l2"": ""EQUIPMENT"", ""l3"": ""CONVEYORS & SORTATION"", ""score"": 0.0, ""definition"": ""Machinery utilized to move raw materials and products throughout a warehouse or manufacturing facility""}, {""l2"": ""PACKAGING SUPPLIES"", ""l3"": ""PALLETS & CRATES"", ""score"": 0.0, ""definition"": ""Pallet or crate used for product transportation when shipping or within a warehouse""}]",Purchase of racking and shelving for facilities
Warehouse Equipment,Industrial Trucks,Material Handling Equipment (Forklift),LIFT TRUCK EQUIPMENT,LIFT TRUCKS,0.6946892142295837,similarity_search,"[{""l2"": ""LIFT TRUCK EQUIPMENT"", ""l3"": ""LIFT TRUCKS"", ""score"": 0.0, ""definition"": ""Powered industrial truck utilized to lift and move heavy materials over short distances""}, {""l2"": ""LIFT TRUCK EQUIPMENT"", ""l3"": ""LIFT TRUCK BATTERIES"", ""score"": 0.0, ""definition"": ""Batteries for lift trucks and fork lifts""}, {""l2"": ""LIFT TRUCK EQUIPMENT"", ""l3"": ""LIFT TRUCK ACCESSORIES"", ""score"": 0.0, ""definition"": ""Lift truck accessories include attachments and add-ons that enhance the functionality of forklifts and other material-handling vehicles. Examples include fork extensions, clamps, safety lights, and load backrests. These accessories improve productivity, safety, and versatility in warehouse and industrial environments. Vendors often provide customization, compatibility guidance, and installation services to ensure optimal performance and operator safety.""}]",Powered industrial truck utilized to lift and move heavy materials over short distances
Warehouse Equipment,Industrial Trucks,Swap Body Truck,LIFT TRUCK EQUIPMENT,LIFT TRUCKS,0.6104436748955454,similarity_search,"[{""l2"": ""LIFT TRUCK EQUIPMENT"", ""l3"": ""LIFT TRUCKS"", ""score"": 0.0, ""definition"": ""Powered industrial truck utilized to lift and move heavy materials over short distances""}, {""l2"": ""LIFT TRUCK EQUIPMENT"", ""l3"": ""LIFT TRUCK PARTS"", ""score"": 0.0, ""definition"": ""Component parts necessary to operate and maintain a lift truck""}, {""l2"": ""LIFT TRUCK EQUIPMENT"", ""l3"": ""LIFT TRUCK BATTERIES"", ""score"": 0.0, ""definition"": ""Batteries for lift trucks and fork lifts""}]",Powered industrial truck utilized to lift and move heavy materials over short distances
Warehouse Equipment,Maintenance,Maintenance Conveyor System,EQUIPMENT,CONVEYORS & SORTATION,0.6574485489664779,similarity_search,"[{""l2"": ""EQUIPMENT"", ""l3"": ""CONVEYORS & SORTATION"", ""score"": 0.0, ""definition"": ""Machinery utilized to move raw materials and products throughout a warehouse or manufacturing facility""}, {""l2"": ""INDUSTRIAL SUPPLIES"", ""l3"": ""CONVEYOR BELTS & PARTS"", ""score"": 0.0, ""definition"": ""Conveyor belts and parts support automated material transport systems in manufacturing and distribution environments. Components include rollers, motors, belts, and control systems. These systems enhance efficiency, reduce manual labor, and improve safety in high-volume operations. Maintenance services and spare parts management help ensure uptime, optimize performance, and extend system lifespan.""}, {""l2"": ""BUILDING REPAIR & MAINTENANCE"", ""l3"": ""VERTICAL TRANSPORT"", ""score"": 0.0, ""definition"": ""Elevator and escalator maintenance and repair services""}]",Machinery utilized to move raw materials and products throughout a warehouse or manufacturing facility
Warehouse Equipment,Maintenance,Maintenance Industrial Trucks,LIFT TRUCK EQUIPMENT,LIFT TRUCK MAINTENANCE & REPAIR,0.6479175493741907,similarity_search,"[{""l2"": ""LIFT TRUCK EQUIPMENT"", ""l3"": ""LIFT TRUCK MAINTENANCE & REPAIR"", ""score"": 0.0, ""definition"": ""Lift truck maintenance and repair services involve the inspection, servicing, and mechanical repair of forklifts and related equipment. These include hydraulic system checks, tire replacement, and battery maintenance. Preventive programs minimize downtime, extend vehicle life, and ensure compliance with OSHA safety regulations. Providers may offer on-site or scheduled maintenance plans to support continuous, safe material-handling operations.""}, {""l2"": ""LIFT TRUCK EQUIPMENT"", ""l3"": ""LIFT TRUCKS"", ""score"": 0.0, ""definition"": ""Powered industrial truck utilized to lift and move heavy materials over short distances""}, {""l2"": ""LIFT TRUCK EQUIPMENT"", ""l3"": ""LIFT TRUCK PARTS"", ""score"": 0.0, ""definition"": ""Component parts necessary to operate and maintain a lift truck""}]","Lift truck maintenance and repair services involve the inspection, servicing, and mechanical repair of forklifts and related equipment. These include hydraulic system checks, tire replacement, and battery maintenance. Preventive programs minimize downtime, extend vehicle life, and ensure compliance with OSHA safety regulations. Providers may offer on-site or scheduled maintenance plans to support continuous, safe material-handling operations."
